Pβ2,Pα1,Pβ1,Pα2,P3,ps,pt-wt,ps-wt,V,α,β
0.00842,0.0,0.00337,0.00842,0.05892,0.00673,0.0606,0.0,10.011648,0,0
0.0101,0.00168,0.00337,0.00842,0.05724,0.00673,0.0606,0.0,10.011648,0,0
0.00842,0.00337,0.00505,0.00842,0.05892,0.00842,0.0606,0.00168,10.011648,0,0
0.0101,0.00168,0.00337,0.00842,0.05724,0.00842,0.0606,0.00168,10.011648,0,0
0.01178,0.00337,0.00337,0.00842,0.05724,0.00842,0.0606,0.0,10.011648,0,0
0.00673,0.00168,0.00168,0.00673,0.05555,0.00673,0.05892,-0.00168,10.011648,0,0
0.00842,0.00505,0.00505,0.00842,0.05892,0.00842,0.0606,0.0,10.011648,0,0
0.00842,0.00505,0.00673,0.00842,0.05724,0.00842,0.0606,0.0,10.011648,0,0
0.00842,0.00337,0.00673,0.00842,0.05892,0.00842,0.0606,0.0,10.011648,0,0
0.00842,0.00168,0.00337,0.00842,0.05724,0.00842,0.0606,0.0,10.011648,0,0
0.00673,0.01347,0.00168,-0.00505,0.05219,0.00673,0.0606,-0.00337,10.009739,5,0
0.00673,0.01178,0.00168,-0.00505,0.05219,0.00337,0.0606,-0.00337,10.009739,5,0
0.00673,0.01347,0.0,-0.00505,0.05219,0.00505,0.05892,-0.00337,10.009739,5,0
0.00673,0.01347,0.0,-0.00505,0.0505,0.00337,0.05892,-0.00337,10.009739,5,0
0.00673,0.01178,0.0,-0.00505,0.0505,0.00505,0.0606,-0.00337,10.009739,5,0
0.00673,0.01347,0.00168,-0.00505,0.05387,0.00673,0.0606,-0.00337,10.009739,5,0
0.00673,0.01347,0.00168,-0.00505,0.05387,0.00505,0.06229,-0.00337,10.009739,5,0
0.00673,0.01347,0.0,-0.00505,0.05387,0.00673,0.0606,-0.00168,10.009739,5,0
0.00842,0.01347,0.00168,-0.00505,0.05387,0.00505,0.0606,-0.00337,10.009739,5,0
0.00673,0.01347,0.0,-0.00673,0.05219,0.00505,0.05892,-0.00337,10.009739,5,0
0.0,0.02188,-0.00842,-0.01852,0.04714,0.0,0.05387,-0.00673,10.041767,10,0
0.00168,0.02357,-0.00673,-0.01852,0.04714,0.0,0.05555,-0.00337,10.041767,10,0
0.0,0.02188,-0.00842,-0.01852,0.04714,0.00168,0.05555,-0.00505,10.041767,10,0
0.00168,0.02188,-0.00842,-0.01852,0.04714,0.00168,0.05724,-0.00505,10.041767,10,0
0.0,0.02188,-0.00842,-0.01683,0.04714,0.00168,0.05555,-0.00505,10.041767,10,0
0.00168,0.02357,-0.00505,-0.01515,0.0505,0.00168,0.05724,-0.00337,10.041767,10,0
0.00168,0.02188,-0.00842,-0.01852,0.04714,0.00168,0.05555,-0.00505,10.041767,10,0
0.00337,0.02188,-0.00505,-0.01515,0.0505,0.00168,0.05724,-0.00505,10.041767,10,0
0.00168,0.02188,-0.00505,-0.01515,0.04714,0.00168,0.05724,-0.00505,10.041767,10,0
0.00168,0.02357,-0.00505,-0.01515,0.04882,0.00168,0.05724,-0.00505,10.041767,10,0
0.0,0.03367,-0.00673,-0.02525,0.04545,0.0,0.05892,-0.00337,10.034729,15,0
0.0,0.03367,-0.00505,-0.02525,0.04545,0.0,0.05892,-0.00337,10.034729,15,0
0.0,0.03367,-0.00505,-0.02357,0.04545,0.00168,0.05724,-0.00337,10.034729,15,0
0.00168,0.03367,-0.00505,-0.02357,0.04882,0.00168,0.0606,-0.00168,10.034729,15,0
0.0,0.03198,-0.00505,-0.02357,0.04714,0.00168,0.05892,-0.00337,10.034729,15,0
0.0,0.03198,-0.00673,-0.02357,0.04714,0.00168,0.05892,-0.00168,10.034729,15,0
0.00168,0.03367,-0.00505,-0.02357,0.04714,0.00337,0.05892,-0.00337,10.034729,15,0
0.00168,0.03198,-0.00505,-0.02357,0.04714,0.0,0.05892,-0.00337,10.034729,15,0
0.00168,0.03367,-0.00168,-0.02357,0.04714,0.00337,0.05892,-0.00337,10.034729,15,0
0.00168,0.03367,-0.00168,-0.02357,0.04714,0.00337,0.05892,-0.00337,10.034729,15,0
-0.00505,0.0404,-0.01178,-0.03198,0.0404,-0.00505,0.05555,-0.00505,10.013854,20,0
-0.00505,0.0404,-0.0101,-0.03367,0.0404,-0.00505,0.05555,-0.00505,10.013854,20,0
-0.00505,0.0404,-0.0101,-0.03198,0.0404,-0.00337,0.05555,-0.00505,10.013854,20,0
-0.00505,0.0404,-0.0101,-0.03198,0.03872,-0.00337,0.05555,-0.00505,10.013854,20,0
-0.00505,0.0404,-0.01178,-0.0303,0.03872,-0.00505,0.05387,-0.00505,10.013854,20,0
-0.00505,0.0404,-0.0101,-0.03198,0.03872,-0.00337,0.05555,-0.00505,10.013854,20,0
-0.00337,0.04209,-0.00842,-0.0303,0.03872,-0.00505,0.05555,-0.00505,10.013854,20,0
-0.00505,0.04209,-0.0101,-0.03198,0.03872,-0.00337,0.05724,-0.00505,10.013854,20,0
-0.00505,0.04209,-0.0101,-0.03198,0.03872,-0.00505,0.05555,-0.00673,10.013854,20,0
-0.00337,0.0404,-0.0101,-0.03198,0.03872,-0.00505,0.05724,-0.00505,10.013854,20,0
-0.0101,0.04545,-0.01683,-0.0404,0.03198,-0.0101,0.05387,-0.00842,10.013615,25,0
-0.01347,0.04545,-0.01852,-0.04209,0.0303,-0.0101,0.05387,-0.00842,10.013615,25,0
-0.01178,0.04545,-0.01852,-0.0404,0.0303,-0.00842,0.05387,-0.00673,10.013615,25,0
-0.0101,0.04714,-0.01515,-0.0404,0.03198,-0.00673,0.05387,-0.00505,10.013615,25,0
-0.0101,0.04545,-0.01683,-0.0404,0.0303,-0.00842,0.05387,-0.00673,10.013615,25,0
-0.0101,0.04714,-0.01515,-0.0404,0.03198,-0.00842,0.05387,-0.00842,10.013615,25,0
-0.0101,0.04714,-0.01347,-0.0404,0.03198,-0.00673,0.05555,-0.00673,10.013615,25,0
-0.0101,0.04714,-0.01515,-0.0404,0.03367,-0.00673,0.05555,-0.00673,10.013615,25,0
-0.0101,0.04545,-0.01515,-0.04209,0.03367,-0.00673,0.05387,-0.00842,10.013615,25,0
-0.0101,0.04377,-0.01515,-0.04209,0.03198,-0.00842,0.05387,-0.00842,10.013615,25,0
-0.01683,0.05219,-0.0202,-0.04882,0.0202,-0.0101,0.05555,-0.00505,10.02466,30,0
-0.01683,0.05219,-0.02188,-0.04882,0.0202,-0.01178,0.05555,-0.00505,10.02466,30,0
-0.01852,0.04882,-0.02357,-0.04714,0.02188,-0.01347,0.05387,-0.00673,10.02466,30,0
-0.01683,0.0505,-0.02188,-0.04714,0.0202,-0.01178,0.05387,-0.00673,10.02466,30,0
-0.01515,0.05219,-0.0202,-0.04714,0.02188,-0.0101,0.05892,-0.00505,10.02466,30,0
-0.01347,0.05387,-0.0202,-0.04545,0.02188,-0.0101,0.05892,-0.00337,10.02466,30,0
-0.01347,0.05387,-0.02188,-0.04545,0.02188,-0.0101,0.05892,-0.00337,10.02466,30,0
-0.01852,0.0505,-0.02188,-0.04882,0.0202,-0.01178,0.05555,-0.00505,10.02466,30,0
-0.01683,0.0505,-0.02188,-0.04714,0.0202,-0.0101,0.05555,-0.00505,10.02466,30,0
-0.01683,0.05219,-0.02357,-0.04882,0.0202,-0.0101,0.05555,-0.00505,10.02466,30,0
-0.02525,0.05387,-0.02862,-0.05555,0.01178,-0.01515,0.05892,-0.00505,10.001586,35,0
-0.02525,0.05387,-0.0303,-0.05724,0.00842,-0.01683,0.05387,-0.00505,10.001586,35,0
-0.02357,0.05387,-0.02862,-0.05724,0.00842,-0.01515,0.05724,-0.00505,10.001586,35,0
-0.02357,0.05387,-0.02693,-0.05555,0.0101,-0.01515,0.05892,-0.00505,10.001586,35,0
-0.02357,0.05555,-0.02525,-0.05219,0.01178,-0.01347,0.05724,-0.00337,10.001586,35,0
-0.02357,0.05387,-0.02862,-0.05724,0.01178,-0.01347,0.05724,-0.00337,10.001586,35,0
-0.02525,0.05387,-0.0303,-0.05724,0.01178,-0.01683,0.05555,-0.00673,10.001586,35,0
-0.02357,0.05387,-0.02862,-0.05724,0.01178,-0.01515,0.05555,-0.00505,10.001586,35,0
-0.02525,0.05219,-0.02862,-0.05724,0.0101,-0.01515,0.05555,-0.00505,10.001586,35,0
-0.02357,0.05387,-0.02525,-0.05724,0.01178,-0.01515,0.05724,-0.00505,10.001586,35,0
-0.03367,0.05387,-0.03872,-0.06397,-0.00168,-0.0202,0.05555,-0.00505,10.044452,40,0
-0.03367,0.05387,-0.03872,-0.06565,-0.00337,-0.0202,0.05555,-0.00673,10.044452,40,0
-0.0303,0.05555,-0.03703,-0.06229,0.0,-0.01852,0.05892,-0.00337,10.044452,40,0
-0.03367,0.05387,-0.03703,-0.06397,0.00168,-0.0202,0.05724,-0.00337,10.044452,40,0
-0.03367,0.05387,-0.03703,-0.06397,0.0,-0.0202,0.05387,-0.00337,10.044452,40,0
-0.03535,0.05387,-0.03703,-0.06565,-0.00168,-0.0202,0.05555,-0.00505,10.044452,40,0
-0.03367,0.05387,-0.03872,-0.06397,-0.00168,-0.0202,0.05555,-0.00505,10.044452,40,0
-0.03367,0.05387,-0.03703,-0.06397,-0.00168,-0.0202,0.05555,-0.00505,10.044452,40,0
-0.03367,0.05555,-0.03703,-0.06229,0.0,-0.01852,0.05555,-0.00505,10.044452,40,0
-0.0303,0.05555,-0.03535,-0.06229,0.00168,-0.01852,0.05892,-0.00337,10.044452,40,0
-0.03872,0.05387,-0.04545,-0.06734,-0.01178,-0.02188,0.05724,-0.00505,10.043627,45,0
-0.03703,0.05387,-0.04714,-0.06734,-0.01178,-0.02357,0.05555,-0.00337,10.043627,45,0
-0.03872,0.05387,-0.04714,-0.06734,-0.0101,-0.02188,0.05724,-0.00505,10.043627,45,0
-0.03703,0.05387,-0.04545,-0.06734,-0.0101,-0.02188,0.05724,-0.00505,10.043627,45,0
-0.0404,0.05387,-0.04714,-0.06734,-0.0101,-0.02357,0.05892,-0.00337,10.043627,45,0
-0.03872,0.05387,-0.04545,-0.06734,-0.0101,-0.02357,0.05724,-0.00337,10.043627,45,0
-0.0404,0.05387,-0.04545,-0.06734,-0.00842,-0.02188,0.05892,-0.00337,10.043627,45,0
-0.0404,0.05387,-0.04545,-0.06734,-0.01178,-0.02357,0.05724,-0.00505,10.043627,45,0
-0.04209,0.05219,-0.04714,-0.06734,-0.01347,-0.02357,0.05724,-0.00505,10.043627,45,0
-0.0404,0.05219,-0.04714,-0.06902,-0.01178,-0.02357,0.05724,-0.00505,10.043627,45,0
0.01683,0.01178,0.01178,0.01852,0.20874,0.0101,0.21043,-0.00673,20.054744,0,0
0.01852,0.01515,0.01347,0.02357,0.21043,0.01347,0.21379,-0.00337,20.054744,0,0
0.01683,0.01347,0.01178,0.02357,0.20874,0.01347,0.21211,-0.00337,20.054744,0,0
0.01683,0.01178,0.01347,0.02357,0.20874,0.01178,0.21043,-0.00505,20.054744,0,0
0.01683,0.01347,0.01347,0.02188,0.20706,0.01178,0.20874,-0.00505,20.054744,0,0
0.01683,0.01178,0.01347,0.02188,0.20874,0.01178,0.21043,-0.00505,20.054744,0,0
0.01683,0.01347,0.01515,0.02357,0.21043,0.01178,0.21211,-0.00505,20.054744,0,0
0.01683,0.01347,0.01347,0.02357,0.21043,0.01178,0.21211,-0.00505,20.054744,0,0
0.01515,0.01178,0.01515,0.02188,0.20874,0.01178,0.21043,-0.00337,20.054744,0,0
0.01852,0.01347,0.01515,0.02188,0.21043,0.01178,0.21043,-0.00337,20.054744,0,0
0.01347,0.04882,0.00842,-0.0202,0.20706,0.0101,0.20874,-0.00505,20.050529,5,0
0.01683,0.0505,0.0101,-0.01683,0.20874,0.01178,0.21043,-0.00505,20.050529,5,0
0.01347,0.04882,0.0101,-0.01852,0.20706,0.00842,0.21043,-0.00673,20.050529,5,0
0.01515,0.0505,0.01178,-0.01852,0.20706,0.01178,0.21379,-0.00505,20.050529,5,0
0.01515,0.0505,0.01178,-0.01852,0.20874,0.01178,0.21379,-0.00337,20.050529,5,0
0.01178,0.04714,0.00842,-0.02188,0.20706,0.0101,0.20874,-0.00505,20.050529,5,0
0.01347,0.0505,0.0101,-0.01852,0.20874,0.0101,0.21043,-0.00505,20.050529,5,0
0.01347,0.0505,0.00842,-0.01852,0.20874,0.0101,0.21043,-0.00673,20.050529,5,0
0.01178,0.04882,0.00842,-0.0202,0.20874,0.00842,0.20874,-0.00505,20.050529,5,0
0.01178,0.04714,0.00842,-0.0202,0.20874,0.00842,0.20706,-0.00673,20.050529,5,0
0.00842,0.0909,0.00168,-0.0606,0.20201,0.00337,0.20874,-0.00505,20.010613,10,0
0.00842,0.08922,0.00168,-0.05724,0.20537,0.00337,0.21043,-0.00505,20.010613,10,0
0.00842,0.0909,0.00337,-0.05892,0.20369,0.00337,0.21043,-0.00505,20.010613,10,0
0.00673,0.08922,0.00337,-0.0606,0.20369,0.00168,0.20874,-0.00505,20.010613,10,0
0.00673,0.0909,0.00337,-0.0606,0.20369,0.00505,0.21043,-0.00505,20.010613,10,0
0.00673,0.08922,0.00168,-0.0606,0.20201,0.00337,0.20874,-0.00842,20.010613,10,0
0.00673,0.0909,0.00337,-0.0606,0.20369,0.00505,0.20874,-0.00505,20.010613,10,0
0.00673,0.08922,0.00168,-0.0606,0.20369,0.00337,0.20874,-0.00673,20.010613,10,0
0.00673,0.08754,0.00168,-0.0606,0.20369,0.00505,0.20874,-0.00673,20.010613,10,0
0.00673,0.08922,0.00168,-0.0606,0.20369,0.00337,0.20874,-0.00673,20.010613,10,0
-0.00337,0.12794,-0.00842,-0.09427,0.19191,-0.00505,0.21211,-0.00505,20.054249,15,0
-0.00337,0.12626,-0.0101,-0.09595,0.19191,-0.00673,0.20874,-0.00673,20.054249,15,0
-0.00505,0.12457,-0.00842,-0.09764,0.18854,-0.00842,0.21043,-0.00673,20.054249,15,0
-0.00337,0.12626,-0.00842,-0.09595,0.19022,-0.00673,0.21043,-0.00505,20.054249,15,0
-0.00337,0.12626,-0.00842,-0.09427,0.19191,-0.00673,0.21043,-0.00505,20.054249,15,0
-0.00337,0.12457,-0.00842,-0.09595,0.19022,-0.00673,0.21043,-0.00673,20.054249,15,0
-0.00168,0.12794,-0.00505,-0.09259,0.19191,-0.00505,0.21211,-0.00337,20.054249,15,0
-0.00337,0.12626,-0.00842,-0.09427,0.19191,-0.00505,0.21043,-0.00505,20.054249,15,0
-0.00337,0.12457,-0.00842,-0.09427,0.18854,-0.00505,0.21043,-0.00505,20.054249,15,0
0.0,0.12794,-0.00673,-0.09259,0.19191,-0.00168,0.21211,-0.00505,20.054249,15,0
-0.01515,0.15487,-0.02357,-0.11615,0.17002,-0.01852,0.21211,-0.00505,20.025531,20,0
-0.01347,0.15656,-0.02357,-0.11784,0.17002,-0.01852,0.21211,-0.00505,20.025531,20,0
-0.01347,0.15487,-0.0202,-0.11784,0.17002,-0.01852,0.21043,-0.00505,20.025531,20,0
-0.01515,0.15487,-0.02357,-0.11784,0.16834,-0.0202,0.20874,-0.00505,20.025531,20,0
-0.01515,0.15487,-0.02357,-0.11952,0.16834,-0.0202,0.20874,-0.00673,20.025531,20,0
-0.01515,0.15487,-0.02188,-0.11952,0.16834,-0.0202,0.21043,-0.00842,20.025531,20,0
-0.01515,0.15824,-0.0202,-0.11784,0.17002,-0.01683,0.21043,-0.00505,20.025531,20,0
-0.01515,0.15487,-0.02188,-0.11952,0.17002,-0.01852,0.21211,-0.00505,20.025531,20,0
-0.01683,0.15656,-0.02357,-0.11952,0.16834,-0.01852,0.21043,-0.00505,20.025531,20,0
-0.01515,0.15487,-0.02188,-0.11615,0.16834,-0.01852,0.21043,-0.00505,20.025531,20,0
-0.03535,0.17676,-0.04209,-0.14309,0.14141,-0.03198,0.20874,-0.00505,20.014832,25,0
-0.03367,0.17844,-0.04209,-0.14309,0.13972,-0.03367,0.20874,-0.00505,20.014832,25,0
-0.03535,0.17844,-0.04209,-0.14141,0.14141,-0.03367,0.20874,-0.00505,20.014832,25,0
-0.03872,0.17676,-0.04377,-0.14477,0.13972,-0.03367,0.20706,-0.00673,20.014832,25,0
-0.03703,0.17676,-0.04545,-0.14477,0.14141,-0.03367,0.20706,-0.00673,20.014832,25,0
-0.03703,0.17507,-0.04714,-0.14309,0.13972,-0.03535,0.20537,-0.00505,20.014832,25,0
-0.03703,0.17844,-0.04209,-0.14141,0.14141,-0.03367,0.20874,-0.00337,20.014832,25,0
-0.03703,0.17844,-0.0404,-0.13804,0.14477,-0.0303,0.20874,-0.00505,20.014832,25,0
-0.03703,0.17676,-0.0404,-0.13804,0.14141,-0.03198,0.20874,-0.00505,20.014832,25,0
-0.03535,0.17844,-0.04209,-0.14309,0.14141,-0.03367,0.20874,-0.00337,20.014832,25,0
-0.0606,0.19864,-0.06734,-0.17507,0.10774,-0.04714,0.21043,-0.00337,20.035897,30,0
-0.06229,0.19696,-0.06902,-0.17507,0.10774,-0.0505,0.21043,-0.00505,20.035897,30,0
-0.0606,0.19527,-0.0707,-0.17507,0.10605,-0.0505,0.21043,-0.00505,20.035897,30,0
-0.0606,0.19696,-0.0707,-0.17676,0.10605,-0.0505,0.21043,-0.00505,20.035897,30,0
-0.06229,0.19527,-0.0707,-0.17507,0.10437,-0.05219,0.20874,-0.00505,20.035897,30,0
-0.0606,0.19359,-0.07239,-0.17676,0.10605,-0.05219,0.20706,-0.00673,20.035897,30,0
-0.0606,0.19696,-0.06902,-0.17676,0.10437,-0.0505,0.20874,-0.00505,20.035897,30,0
-0.06229,0.19696,-0.06902,-0.17844,0.10437,-0.0505,0.20874,-0.00673,20.035897,30,0
-0.06229,0.19359,-0.0707,-0.17844,0.10437,-0.0505,0.20874,-0.00673,20.035897,30,0
-0.0606,0.19527,-0.07239,-0.17676,0.10437,-0.0505,0.20874,-0.00505,20.035897,30,0
-0.08922,0.20537,-0.101,-0.20706,0.06397,-0.06397,0.21043,-0.00505,20.041323,35,0
-0.0909,0.20537,-0.101,-0.20706,0.06565,-0.06397,0.21043,-0.00505,20.041323,35,0
-0.09259,0.20369,-0.10269,-0.20874,0.06565,-0.06397,0.20874,-0.00505,20.041323,35,0
-0.09259,0.20369,-0.10437,-0.21043,0.06397,-0.06734,0.20874,-0.00673,20.041323,35,0
-0.08922,0.20537,-0.101,-0.21043,0.06565,-0.06565,0.21043,-0.00673,20.041323,35,0
-0.0909,0.20537,-0.10269,-0.21211,0.06565,-0.06565,0.20874,-0.00505,20.041323,35,0
-0.08922,0.20537,-0.10269,-0.20874,0.06565,-0.06397,0.21043,-0.00337,20.041323,35,0
-0.08754,0.20537,-0.101,-0.20874,0.06734,-0.06397,0.20874,-0.00337,20.041323,35,0
-0.08922,0.20369,-0.101,-0.21043,0.06397,-0.06565,0.20874,-0.00673,20.041323,35,0
-0.0909,0.20369,-0.10437,-0.21043,0.06397,-0.06734,0.20706,-0.00842,20.041323,35,0
-0.11952,0.20874,-0.12962,-0.23399,0.02188,-0.07744,0.21379,-0.00168,20.021699,40,0
-0.11952,0.21043,-0.13131,-0.23399,0.02188,-0.07575,0.21379,-0.00337,20.021699,40,0
-0.11952,0.21211,-0.12962,-0.23231,0.02357,-0.07744,0.21548,-0.00168,20.021699,40,0
-0.11952,0.21043,-0.13131,-0.23399,0.02188,-0.07744,0.21379,-0.00168,20.021699,40,0
-0.11952,0.21043,-0.13467,-0.23568,0.02188,-0.07575,0.21379,-0.00168,20.021699,40,0
-0.11952,0.20874,-0.13467,-0.23399,0.02188,-0.07575,0.21379,-0.00337,20.021699,40,0
-0.1212,0.21043,-0.13299,-0.23231,0.02188,-0.07744,0.21211,-0.00168,20.021699,40,0
-0.11784,0.21211,-0.13131,-0.23231,0.02357,-0.07407,0.21548,0.0,20.021699,40,0
-0.1212,0.21211,-0.13299,-0.23399,0.02357,-0.07744,0.21211,-0.00337,20.021699,40,0
-0.11784,0.21379,-0.13131,-0.23231,0.02525,-0.07407,0.21548,-0.00168,20.021699,40,0
-0.15319,0.20706,-0.16161,-0.25924,-0.02862,-0.09427,0.21379,-0.00337,20.008875,45,0
-0.15151,0.20874,-0.16497,-0.25924,-0.02693,-0.09427,0.21211,-0.00168,20.008875,45,0
-0.15151,0.21043,-0.16329,-0.25756,-0.02693,-0.09259,0.21379,-0.00168,20.008875,45,0
-0.15151,0.20874,-0.16161,-0.25419,-0.02525,-0.09259,0.21379,0.0,20.008875,45,0
-0.15319,0.20874,-0.16329,-0.25924,-0.02862,-0.09259,0.21379,-0.00337,20.008875,45,0
-0.15319,0.20874,-0.16497,-0.25924,-0.02693,-0.09259,0.21379,-0.00337,20.008875,45,0
-0.15319,0.20874,-0.16161,-0.25756,-0.02693,-0.0909,0.21379,-0.00168,20.008875,45,0
-0.15319,0.20874,-0.16329,-0.25924,-0.02693,-0.0909,0.21379,0.0,20.008875,45,0
-0.15151,0.20537,-0.16666,-0.25924,-0.02862,-0.09259,0.21379,-0.00168,20.008875,45,0
-0.15151,0.20874,-0.16666,-0.25924,-0.02862,-0.0909,0.21379,0.0,20.008875,45,0
0.03367,0.0202,0.02525,0.03872,0.47472,0.02188,0.48314,-0.00505,30.028268,0,0
0.03367,0.01852,0.02357,0.0404,0.47472,0.02188,0.48145,-0.00505,30.028268,0,0
0.03367,0.0202,0.02693,0.0404,0.47472,0.02188,0.48145,-0.00505,30.028268,0,0
0.03367,0.02188,0.02693,0.0404,0.47472,0.02188,0.48314,-0.00505,30.028268,0,0
0.03198,0.02188,0.02525,0.03872,0.47135,0.0202,0.48145,-0.00505,30.028268,0,0
0.03198,0.01852,0.02693,0.03872,0.47135,0.0202,0.47977,-0.00673,30.028268,0,0
0.03198,0.01852,0.02525,0.03703,0.46967,0.01852,0.47977,-0.00842,30.028268,0,0
0.03367,0.02188,0.0303,0.0404,0.47472,0.02188,0.48314,-0.00505,30.028268,0,0
0.03198,0.0202,0.02693,0.0404,0.47472,0.0202,0.48145,-0.00673,30.028268,0,0
0.03198,0.0202,0.02357,0.03872,0.47304,0.02188,0.47977,-0.00505,30.028268,0,0
0.0303,0.11279,0.01852,-0.04545,0.47472,0.01852,0.48482,-0.00337,30.027639,5,0
0.0303,0.11279,0.01852,-0.04377,0.47472,0.02188,0.48314,-0.00337,30.027639,5,0
0.02862,0.10942,0.01852,-0.04545,0.47472,0.01852,0.48145,-0.00505,30.027639,5,0
0.02862,0.10774,0.01683,-0.04714,0.47304,0.01852,0.47977,-0.00505,30.027639,5,0
0.02862,0.1111,0.01683,-0.04714,0.47304,0.01852,0.48145,-0.00337,30.027639,5,0
0.02862,0.10942,0.01683,-0.04714,0.47304,0.01683,0.48145,-0.00505,30.027639,5,0
0.02862,0.10942,0.01683,-0.04545,0.47304,0.01683,0.48145,-0.00505,30.027639,5,0
0.02862,0.10942,0.01852,-0.04714,0.47304,0.01852,0.47977,-0.00337,30.027639,5,0
0.0303,0.10942,0.01852,-0.04714,0.47472,0.01852,0.47977,-0.00505,30.027639,5,0
0.03198,0.1111,0.01852,-0.04545,0.47304,0.01852,0.48314,-0.00337,30.027639,5,0
0.01683,0.20369,0.00337,-0.12962,0.4663,0.00505,0.48482,-0.00505,30.030734,10,0
0.01515,0.20032,0.00168,-0.13131,0.46462,0.00337,0.48314,-0.00505,30.030734,10,0
0.01347,0.19864,0.00168,-0.13131,0.46462,0.00505,0.48145,-0.00505,30.030734,10,0
0.01515,0.19864,0.00168,-0.13131,0.46462,0.00673,0.48314,-0.00505,30.030734,10,0
0.01347,0.20032,0.00168,-0.13131,0.46462,0.00673,0.48145,-0.00505,30.030734,10,0
0.01683,0.19864,0.00168,-0.13131,0.46799,0.00505,0.48482,-0.00337,30.030734,10,0
0.01683,0.19864,0.00337,-0.13131,0.46462,0.00337,0.48482,-0.00505,30.030734,10,0
0.01683,0.20201,0.00337,-0.13131,0.4663,0.00505,0.48482,-0.00505,30.030734,10,0
0.01347,0.20032,0.00168,-0.13299,0.46462,0.00337,0.48145,-0.00673,30.030734,10,0
0.01683,0.20201,0.00168,-0.13131,0.4663,0.00505,0.48482,-0.00505,30.030734,10,0
-0.00505,0.28113,-0.02357,-0.20706,0.43768,-0.01515,0.48145,-0.00505,29.995975,15,0
-0.00337,0.28449,-0.0202,-0.20369,0.44105,-0.01347,0.48482,-0.00337,29.995975,15,0
-0.00168,0.28449,-0.01852,-0.20537,0.44273,-0.01178,0.4865,-0.00168,29.995975,15,0
-0.00337,0.28281,-0.0202,-0.20537,0.43937,-0.01347,0.48482,-0.00337,29.995975,15,0
-0.00168,0.28281,-0.02188,-0.20201,0.43937,-0.01347,0.48145,-0.00168,29.995975,15,0
-0.00168,0.28449,-0.0202,-0.20369,0.44105,-0.0101,0.48482,0.0,29.995975,15,0
-0.00168,0.28449,-0.02188,-0.20369,0.43937,-0.01347,0.48482,-0.00337,29.995975,15,0
-0.00337,0.28281,-0.02357,-0.20537,0.43768,-0.01347,0.48145,-0.00337,29.995975,15,0
-0.00337,0.28281,-0.02357,-0.20537,0.43937,-0.01347,0.48145,-0.00337,29.995975,15,0
-0.00337,0.28281,-0.02188,-0.20706,0.43937,-0.01347,0.48145,-0.00337,29.995975,15,0
-0.03367,0.35688,-0.05555,-0.27103,0.3956,-0.04545,0.48482,-0.00337,30.046396,20,0
-0.03535,0.3552,-0.05555,-0.27103,0.3956,-0.04545,0.48314,-0.00337,30.046396,20,0
-0.03367,0.3552,-0.05219,-0.26934,0.3956,-0.04545,0.48145,-0.00337,30.046396,20,0
-0.03703,0.35351,-0.05387,-0.27271,0.3956,-0.04545,0.47977,-0.00505,30.046396,20,0
-0.03535,0.35351,-0.05219,-0.26934,0.3956,-0.04545,0.48314,-0.00337,30.046396,20,0
-0.03535,0.35351,-0.05219,-0.27103,0.3956,-0.04545,0.48314,-0.00337,30.046396,20,0
-0.03367,0.3552,-0.05219,-0.26598,0.39728,-0.04377,0.48314,-0.00337,30.046396,20,0
-0.03367,0.3552,-0.05219,-0.26934,0.39392,-0.04545,0.48314,-0.00337,30.046396,20,0
-0.03367,0.3552,-0.05219,-0.26934,0.3956,-0.04209,0.48314,-0.00337,30.046396,20,0
-0.03535,0.35183,-0.05387,-0.27103,0.3956,-0.04714,0.48145,-0.00505,30.046396,20,0
-0.07407,0.40907,-0.08922,-0.32153,0.33163,-0.07744,0.48314,0.0,30.033469,25,0
-0.07239,0.41075,-0.08754,-0.32658,0.32995,-0.07744,0.48314,-0.00168,30.033469,25,0
-0.06902,0.41243,-0.08754,-0.31816,0.33163,-0.07912,0.48145,0.0,30.033469,25,0
-0.07407,0.41075,-0.08922,-0.32658,0.32995,-0.07912,0.48145,-0.00168,30.033469,25,0
-0.0707,0.40907,-0.08754,-0.32658,0.32995,-0.07912,0.48314,-0.00337,30.033469,25,0
-0.06902,0.41075,-0.08754,-0.32321,0.33163,-0.07575,0.48314,0.0,30.033469,25,0
-0.06902,0.40907,-0.08754,-0.32153,0.33163,-0.07744,0.48145,0.0,30.033469,25,0
-0.07239,0.41075,-0.08922,-0.32321,0.32826,-0.07744,0.48314,-0.00168,30.033469,25,0
-0.06734,0.41075,-0.08922,-0.32321,0.32995,-0.07744,0.48145,-0.00168,30.033469,25,0
-0.06734,0.41243,-0.0909,-0.32321,0.33163,-0.07912,0.47977,-0.00168,30.033469,25,0
-0.12457,0.44947,-0.15151,-0.39223,0.24914,-0.1111,0.47977,-0.00505,30.023111,30,0
-0.13131,0.44947,-0.14814,-0.3956,0.24746,-0.1111,0.47977,-0.00505,30.023111,30,0
-0.13467,0.44947,-0.14814,-0.3956,0.24746,-0.10942,0.47977,-0.00505,30.023111,30,0
-0.13131,0.45283,-0.14646,-0.39223,0.24914,-0.10942,0.47977,-0.00337,30.023111,30,0
