Pβ2,Pα1,Pβ1,Pα2,P3,ps,pt-wt,ps-wt,V,α,β
-0.8292439999999999,-0.071883,-0.8534839999999999,-0.6110749999999999,-0.7880010000000001,-0.367823,0.48566000000000004,0.010268000000000001,29.984114999999996,80.0,-5.0
-0.853652,-0.187025,-0.833283,-0.601814,-0.8395110000000001,-0.40031300000000003,0.48549299999999995,0.010606,30.065874,85.0,-5.0
-0.8172919999999999,-0.30099400000000004,-0.8023089999999999,-0.591715,-0.8587009999999999,-0.353178,0.486165,0.009930999999999999,30.027007000000005,90.0,-5.0
-0.534311,0.8257099999999999,-0.7681330000000001,-1.082259,-0.140398,-0.368663,0.849611,0.006562,39.988456,45.0,-5.0
-0.6652799999999999,0.770325,-0.967957,-1.208853,-0.353848,-0.614102,0.850284,0.007575999999999999,39.999026,50.0,-5.0
-0.901292,0.696086,-0.9881550000000001,-1.246389,-0.556535,-0.607369,0.854829,0.012625,39.996427,55.0,-5.0
-0.996573,0.57505,-1.142525,-1.083606,-0.73548,-0.45350900000000005,0.8561780000000001,0.012962000000000001,40.044058,60.0,-5.0
-1.11694,0.43229500000000004,-1.276694,-0.941863,-0.918296,-0.54475,0.8612270000000001,0.01515,40.032633,65.0,-5.0
-1.247233,0.25671900000000003,-1.401095,-1.140841,-1.109027,-0.58111,0.8640869999999999,0.016326,40.090007,70.0,-5.0
-1.3600210000000001,0.06548499999999999,-1.459848,-1.102796,-1.250935,-0.633126,0.863751,0.018348999999999997,39.996617,75.0,-5.0
-1.473985,-0.131309,-1.515902,-1.071149,-1.3802210000000001,-0.6427229999999999,0.864593,0.018181,40.039129,80.0,-5.0
-1.496712,-0.340382,-1.488631,-1.0315889999999999,-1.479877,-0.651645,0.865771,0.017169999999999998,40.03753,85.0,-5.0
-1.459845,-0.542562,-1.4187699999999999,-1.0182879999999999,-1.548394,-0.603161,0.865772,0.01515,40.05288,90.0,-5.0
-0.790359,1.26676,-1.279724,-1.764708,-0.22742899999999996,-0.7654430000000001,1.3192819999999998,-0.002188,49.98996,45.0,-5.0
-1.15616,1.1974040000000001,-1.3603580000000002,-1.946687,-0.557712,-0.883618,1.319451,0.0018500000000000003,49.998802,50.0,-5.0
-1.3117079999999999,1.078556,-1.461361,-1.5504120000000001,-0.796584,-0.775542,1.3241640000000001,0.0052179999999999995,50.017131,55.0,-5.0
-1.477522,0.9012929999999999,-1.617077,-1.2953759999999999,-1.066602,-0.897589,1.3324120000000002,0.010267,50.050357,60.0,-5.0
-1.689461,0.6782429999999999,-1.8015750000000001,-1.302953,-1.366419,-0.9213239999999999,1.328878,0.014477,50.003469,65.0,-5.0
-1.929851,0.404354,-2.061156,-1.5241529999999999,-1.676668,-0.894054,1.337124,0.01936,50.031057,70.0,-5.0
-2.150544,0.107568,-2.267878,-1.659835,-1.962678,-0.914591,1.341503,0.022387,50.045034,75.0,-5.0
-2.284712,-0.205206,-2.345146,-1.647713,-2.171755,-0.9610540000000001,1.3409980000000001,0.025756,50.014488,80.0,-5.0
-2.346829,-0.52118,-2.319896,-1.578693,-2.3261220000000002,-0.981592,1.341502,0.027775,50.003579,85.0,-5.0
-2.292117,-0.833956,-2.25441,-1.526002,-2.417867,-0.931424,1.33982,0.026932,50.001867,90.0,-5.0
0.026764,0.004377,-0.012121,0.0033669999999999998,0.05067000000000001,0.001512,0.054374,0.0008400000000000001,10.075583,0.0,-10.0
0.025082,0.016326,-0.013637,-0.004546,0.049324,0.000504,0.054878,-0.001009,10.041658,5.0,-10.0
0.018519,0.023569,-0.016665,-0.019024,0.039561,-0.004041,0.04966,-0.0032010000000000003,10.244262,10.0,-10.0
0.016159,0.034172999999999995,-0.019697,-0.027271,0.038548,-0.005386,0.049324,-0.005387,9.958232,15.0,-10.0
